ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
450,Adira Lad,Male,Lucknow,Uttar Pradesh,292404,Individual,PAN,dxhjs7790t,Residential,29,01-06-2024,25-06-2024,12-08-2024,Connection Released,1006,Anya Kaur,Documents verification in progress
451,Manikya Ghosh,Female,Ahmedabad,Gujarat,182545,Individual,Voter_Id,VOT306521,Commercial,21,24-03-2025,12-05-2025,27-03-2025,Approved,5554,Veer Sankaran,Documents verification in progress
452,Jayesh Chaudhuri,Male,Mumbai,Maharashtra,914267,Individual,PAN,traqw2508y,Commercial,16,17-08-2024,20-09-2024,30-09-2024,Connection Released,1975,Anay Agarwal,Installation pending
453,Parinaaz Krishnamurthy,Male,Mumbai,Maharashtra,917393,Joint,PAN,WlrWz6971I,Commercial,46,07-06-2025,,29-06-2025,Pending,8280,Pihu Balan,Documents verification in progress
454,Shalv Bal,Male,Hyderabad,Telangana,855307,Individual,Voter_Id,VOT225981,Commercial,10,01-08-2024,27-08-2024,13-10-2024,Rejected,1892,Kavya Bhatti,KYC failed
455,Miraya Dara,Male,Pune,Maharashtra,79208,Individual,Passport,P2417135,Residential,26,23-10-2024,07-12-2024,10-11-2024,Pending,5346,Mohanlal Mallick,KYC failed
456,Hansh Srivastava,Male,Hyderabad,Telangana,601041,Joint,Aadhar,6.63E+11,Commercial,37,08-01-2025,17-02-2025,03-04-2025,Pending,8788,Sahil Biswas,Installation pending
457,Ryan Sarma,Male,Lucknow,Uttar Pradesh,584826,Joint,Passport,P8968092,Commercial,32,01-06-2025,07-07-2025,24-06-2025,Connection Released,8753,Nirvi Buch,KYC failed
458,Ayesha Bhalla,Female,Delhi,Delhi,714527,Joint,PAN,gybEZ0059c,Residential,21,07-04-2025,23-04-2025,18-06-2025,Connection Released,4468,Ishaan Sekhon,Installation pending
459,Romil Sheth,Female,Jaipur,Rajasthan,31533,Joint,PAN,SnHxA0127T,Commercial,38,24-02-2025,28-02-2025,22-05-2025,Connection Released,1682,Mishti Bhattacharyya,Installation completed
460,Myra Bir,Female,Kolkata,West Bengal,636836,Individual,Aadhar,1.85E+11,Residential,11,21-01-2025,01-03-2025,15-04-2025,Rejected,9865,Taimur Shan,Documents verification in progress
461,Miraan Seshadri,Male,Chennai,Tamil Nadu,997277,Individual,Voter_Id,VOT738060,Commercial,21,15-07-2024,,05-09-2024,Connection Released,5631,Taimur Raj,Documents verification in progress
462,Vanya Basu,Male,Jaipur,Rajasthan,195830,Joint,Aadhar,4.86E+11,Commercial,41,23-05-2025,08-07-2025,14-07-2025,Pending,4219,Misha Kar,Installation pending
463,Drishya Manne,Male,Jaipur,Rajasthan,366231,Individual,Voter_Id,VOT572053,Commercial,14,09-10-2024,09-11-2024,17-12-2024,Connection Released,9212,Hunar Cheema,Installation pending
464,Raghav Sidhu,Male,Kolkata,West Bengal,745976,Joint,Passport,P5697340,Residential,10,13-06-2025,06-07-2025,13-06-2025,Pending,9163,Shlok Sunder,Installation completed
465,Gokul Bali,Male,Kolkata,West Bengal,181273,Joint,Passport,P6072627,Residential,15,15-08-2024,04-09-2024,28-08-2024,Connection Released,8764,Divit Vig,Installation pending
466,Azad Goyal,Male,Hyderabad,Telangana,704028,Joint,Voter_Id,VOT816444,Commercial,12,15-09-2024,16-09-2024,15-10-2024,Pending,6226,Rhea Kalita,Installation pending
467,Shamik Ramakrishnan,Female,Delhi,Delhi,579003,Joint,PAN,NgUbC3448I,Commercial,3,25-11-2024,03-12-2024,18-01-2025,Rejected,6659,Romil Kar,KYC failed
468,Dhanuk Chad,Female,Bangalore,Karnataka,343325,Individual,Aadhar,86831217851,Residential,46,15-07-2024,02-08-2024,02-10-2024,Rejected,5107,Anay Deep,Installation pending
469,Jiya Chada,Female,Ahmedabad,Gujarat,817688,Individual,Passport,P6277211,Commercial,21,06-09-2024,27-10-2024,21-09-2024,Rejected,2822,Ela Subramanian,KYC failed
470,Saksham Mangal,Female,Mumbai,Maharashtra,51548,Individual,PAN,MLnhP2841s,Residential,33,02-08-2024,30-08-2024,30-08-2024,Connection Released,7493,Aayush Chaudry,Installation pending
471,Nayantara Din,Male,Delhi,Delhi,759288,Joint,PAN,lkzMh8420W,Commercial,39,19-05-2024,,10-06-2024,Connection Released,8730,Ivana Sheth,Documents verification in progress
472,Dishani Raval,Female,Pune,Maharashtra,207950,Individual,Aadhar,6.78E+11,Commercial,39,04-06-2025,01-07-2025,05-08-2025,Rejected,8078,Badal Atwal,Documents verification in progress
473,Jayan Mander,Male,Ahmedabad,Gujarat,148535,Individual,Voter_Id,VOT489885,Commercial,15,15-04-2024,30-05-2024,15-05-2024,Rejected,1299,Shaan Thakkar,Installation completed
474,Mishti Swamy,Male,Ahmedabad,Gujarat,924092,Joint,Passport,P1670763,Commercial,39,27-04-2025,26-05-2025,17-05-2025,Rejected,3167,Anaya Subramaniam,KYC failed
475,Shlok Gaba,Female,Hyderabad,Telangana,601009,Joint,Aadhar,3.18E+11,Commercial,26,08-05-2025,06-07-2025,13-06-2025,Approved,1649,Emir Mahajan,Installation pending
476,Yakshit Yogi,Male,Ahmedabad,Gujarat,172211,Joint,Aadhar,6.20E+11,Commercial,2,11-07-2024,20-07-2024,12-08-2024,Pending,6309,Dhanuk Handa,Documents verification in progress
477,Tanya Thaker,Female,Ahmedabad,Gujarat,437239,Individual,Voter_Id,VOT428398,Residential,4,25-02-2025,18-04-2025,16-05-2025,Rejected,5888,Tarini Solanki,Installation completed
478,Vedika Shere,Female,Mumbai,Maharashtra,695695,Joint,Aadhar,1.16E+11,Commercial,35,26-01-2024,30-01-2024,04-04-2024,Approved,8698,Mehul Dhingra,Installation pending
479,Tanya Barad,Male,Pune,Maharashtra,70248,Individual,PAN,CPuON7715v,Commercial,8,29-03-2025,,25-06-2025,Connection Released,6715,Urvi Mall,Installation pending
480,Hrishita Tata,Female,Hyderabad,Telangana,791292,Individual,PAN,zPgWd4718u,Commercial,23,03-02-2024,05-02-2024,06-04-2024,Connection Released,1104,Samiha Swaminathan,Documents verification in progress
481,Nitara Upadhyay,Male,Lucknow,Uttar Pradesh,544602,Joint,PAN,Npacf5198t,Commercial,23,26-02-2025,,19-05-2025,Pending,3881,Yakshit Kant,Installation completed
482,Zaina Borra,Female,Lucknow,Uttar Pradesh,837527,Individual,PAN,pgDmX7425e,Residential,28,28-02-2024,06-03-2024,28-02-2024,Rejected,9188,Hridaan Ben,Installation completed
483,Anaya Bhalla,Female,Hyderabad,Telangana,132815,Individual,PAN,RtNRi3337C,Residential,5,30-06-2025,,04-09-2025,Pending,3306,Yakshit Salvi,Installation pending
484,Faiyaz Kar,Male,Pune,Maharashtra,135110,Individual,Voter_Id,VOT342274,Commercial,35,13-09-2024,,10-10-2024,Pending,7768,Pranay Savant,Installation pending
485,Kabir Dua,Male,Hyderabad,Telangana,22962,Individual,Voter_Id,VOT403157,Residential,37,17-03-2024,14-04-2024,24-03-2024,Rejected,8893,Yashvi Bhattacharyya,KYC failed
486,Aniruddh Kari,Female,Lucknow,Uttar Pradesh,973018,Individual,Voter_Id,VOT858900,Commercial,17,05-06-2025,,13-08-2025,Pending,5527,Hrishita Chakrabarti,Installation completed
487,Ojas Suri,Male,Pune,Maharashtra,990529,Individual,Passport,P6435331,Residential,36,14-03-2024,13-05-2024,11-05-2024,Pending,8279,Bhavin Sha,Installation completed
488,Alisha Hora,Male,Lucknow,Uttar Pradesh,577733,Individual,PAN,XLkRf7176B,Residential,44,18-02-2024,04-04-2024,11-03-2024,Approved,1927,Adira Dey,KYC failed
489,Jivika Chaudhari,Female,Kolkata,West Bengal,443854,Individual,Passport,P5315107,Residential,20,10-12-2024,23-01-2025,19-02-2025,Approved,5834,Inaaya  Chaudhari,Documents verification in progress
490,Charvi Lall,Female,Kolkata,West Bengal,690143,Joint,PAN,rmSav9797I,Residential,38,23-03-2024,30-04-2024,09-04-2024,Pending,4707,Divij Saha,Installation pending
491,Azad Bhakta,Male,Lucknow,Uttar Pradesh,856393,Joint,Passport,P8371925,Commercial,45,01-07-2024,22-08-2024,01-09-2024,Approved,4389,Vedika Madan,Installation pending
492,Rania Chakrabarti,Male,Mumbai,Maharashtra,428644,Joint,Passport,P2270921,Residential,48,03-09-2024,26-09-2024,12-10-2024,Connection Released,3304,Vedika Sachar,KYC failed
493,Ishita Gole,Male,Hyderabad,Telangana,790669,Individual,PAN,kNCwm6262w,Residential,21,02-12-2024,17-12-2024,22-02-2025,Connection Released,5285,Kabir Bhavsar,KYC failed
494,Kiaan Iyer,Male,Delhi,Delhi,66846,Individual,Voter_Id,VOT892691,Commercial,27,25-03-2024,26-03-2024,24-05-2024,Connection Released,1093,Ryan Srinivas,KYC failed
495,Sumer Andra,Female,Chennai,Tamil Nadu,632411,Individual,Passport,P2546205,Commercial,50,03-07-2024,14-08-2024,23-09-2024,Pending,5475,Samarth Dora,Installation completed
496,Umang Toor,Female,Pune,Maharashtra,221854,Individual,Aadhar,9.58E+11,Commercial,26,27-01-2024,13-02-2024,09-02-2024,Connection Released,4841,Chirag Date,Installation completed
497,Neysa Upadhyay,Female,Kolkata,West Bengal,474809,Joint,Aadhar,12350581426,Commercial,23,27-06-2024,15-07-2024,21-07-2024,Rejected,4731,Vedika Bassi,KYC failed
498,Aarush Madan,Male,Mumbai,Maharashtra,569503,Joint,Passport,P2165402,Residential,14,24-06-2025,29-07-2025,29-07-2025,Approved,2350,Damini Mall,Installation pending
499,Anahi Kota,Female,Mumbai,Maharashtra,940243,Individual,Aadhar,9.19E+11,Residential,29,10-01-2025,11-02-2025,06-02-2025,Connection Released,7011,Priyansh Sathe,Documents verification in progress
500,Mishti Ravi,Female,Lucknow,Uttar Pradesh,328860,Joint,Passport,P1237457,Residential,29,12-10-2024,06-12-2024,16-11-2024,Rejected,9113,Shamik Tripathi,Installation pending
501,Aarush Sampath,Female,Kolkata,West Bengal,93386,Joint,PAN,FIAcK3575r,Residential,19,14-06-2025,02-08-2025,01-07-2025,Approved,4681,Advik Sani,KYC failed
502,Arnav Jayaraman,Female,Mumbai,Maharashtra,824633,Joint,Passport,P4672897,Commercial,33,21-12-2024,16-01-2025,13-01-2025,Approved,1438,Mohanlal Deo,Installation pending
503,Aarush Ratta,Female,Mumbai,Maharashtra,97893,Individual,Passport,P3656311,Commercial,36,22-03-2025,20-04-2025,04-05-2025,Rejected,3005,Samarth Rau,Installation pending
504,Damini Sodhi,Male,Bangalore,Karnataka,495837,Individual,Voter_Id,VOT957344,Residential,25,20-04-2024,02-05-2024,01-05-2024,Connection Released,7978,Drishya Yohannan,Installation completed
505,Saksham Raman,Male,Pune,Maharashtra,239339,Joint,PAN,hOniB9508Y,Residential,1,22-05-2024,06-06-2024,24-07-2024,Approved,8307,Lakshit Gera,Installation pending
506,Raunak Maharaj,Female,Chennai,Tamil Nadu,980155,Individual,Aadhar,5.27E+11,Commercial,48,11-02-2024,,18-02-2024,Connection Released,7870,Ahana  Srinivasan,Installation completed
507,Samarth Choudhary,Female,Hyderabad,Telangana,118408,Individual,PAN,EMvxn9723E,Commercial,13,16-05-2024,,24-05-2024,Pending,7518,Oorja Garde,KYC failed
508,Umang Konda,Female,Pune,Maharashtra,307972,Joint,PAN,zvqih5759W,Commercial,22,16-04-2025,16-05-2025,07-07-2025,Pending,7150,Dharmajan Dixit,Documents verification in progress
509,Inaaya  Kohli,Male,Delhi,Delhi,664375,Joint,Voter_Id,VOT801743,Commercial,33,26-02-2024,20-04-2024,16-03-2024,Connection Released,5300,Ishaan Bora,Installation completed
510,Raghav Sandhu,Male,Lucknow,Uttar Pradesh,575592,Individual,PAN,qUJVE0100i,Commercial,16,22-03-2024,29-03-2024,05-04-2024,Approved,6735,Raunak Cheema,Installation completed
511,Mannat Jha,Female,Jaipur,Rajasthan,694152,Joint,Voter_Id,VOT849307,Commercial,34,05-01-2024,04-02-2024,04-02-2024,Connection Released,4425,Dhruv Gola,Installation completed
512,Yuvraj  Tripathi,Female,Hyderabad,Telangana,132785,Individual,Passport,P9735790,Residential,40,11-05-2025,,25-05-2025,Connection Released,5160,Amira Chakrabarti,Installation completed
513,Divyansh Kothari,Female,Hyderabad,Telangana,48621,Joint,Voter_Id,VOT638951,Residential,39,29-12-2024,08-02-2025,22-03-2025,Pending,3405,Pihu Aurora,Installation completed
514,Anahita Warrior,Male,Bangalore,Karnataka,147526,Joint,Voter_Id,VOT833719,Residential,3,17-05-2025,,03-08-2025,Pending,5817,Sahil Venkatesh,Documents verification in progress
515,Rati Ravi,Male,Kolkata,West Bengal,652844,Joint,Passport,P7217282,Residential,26,14-03-2024,14-04-2024,29-05-2024,Connection Released,7584,Ayesha Kannan,Installation completed
516,Mahika Sahni,Female,Hyderabad,Telangana,281076,Joint,Aadhar,57888644825,Residential,5,10-03-2025,21-03-2025,13-03-2025,Rejected,1649,Rania Kant,Installation pending
517,Reyansh Bains,Male,Delhi,Delhi,877281,Individual,Aadhar,9.84E+11,Residential,48,12-12-2024,23-01-2025,07-02-2025,Pending,5445,Ehsaan Loyal,KYC failed
518,Hridaan Mand,Female,Bangalore,Karnataka,306252,Individual,PAN,tHBUq5944E,Commercial,50,06-03-2025,03-04-2025,18-04-2025,Pending,6931,Anahita Vora,Documents verification in progress
519,Indrajit Kamdar,Male,Ahmedabad,Gujarat,609536,Individual,Voter_Id,VOT945181,Commercial,23,09-05-2025,23-05-2025,29-06-2025,Approved,9151,Kiaan Gara,Documents verification in progress
520,Vritika Bhatnagar,Female,Pune,Maharashtra,853113,Joint,Passport,P1627906,Commercial,49,17-10-2024,,20-12-2024,Pending,7967,Damini Raj,Installation pending
521,Dhanush Chokshi,Male,Ahmedabad,Gujarat,106929,Individual,Voter_Id,VOT198460,Commercial,17,20-05-2025,,22-05-2025,Approved,7201,Aniruddh Deo,Installation pending
522,Drishya Khalsa,Male,Ahmedabad,Gujarat,684996,Joint,Voter_Id,VOT394841,Commercial,39,01-05-2025,30-06-2025,09-05-2025,Connection Released,1537,Tushar Kashyap,Installation completed
523,Shanaya Wali,Female,Pune,Maharashtra,962832,Individual,PAN,WFaUk5472r,Commercial,11,01-11-2024,04-11-2024,10-01-2025,Connection Released,5373,Zeeshan Wason,KYC failed
524,Yakshit Hayre,Male,Delhi,Delhi,345462,Individual,Voter_Id,VOT469563,Commercial,10,01-04-2024,13-04-2024,31-05-2024,Rejected,7228,Aaryahi Chawla,Installation pending
525,Shanaya Hegde,Female,Delhi,Delhi,592306,Joint,Voter_Id,VOT118852,Residential,13,09-06-2025,23-07-2025,28-07-2025,Connection Released,3049,Nirvaan Rau,Installation completed
526,Pranay Bath,Male,Mumbai,Maharashtra,712593,Individual,Aadhar,9.67E+11,Residential,6,29-01-2024,12-03-2024,28-04-2024,Approved,3130,Kaira Subramaniam,Installation pending
527,Jivin Randhawa,Male,Delhi,Delhi,631294,Individual,PAN,yxAiH9202H,Commercial,14,11-02-2025,05-03-2025,20-02-2025,Rejected,7172,Urvi Bath,KYC failed
528,Taran Amble,Female,Lucknow,Uttar Pradesh,695117,Individual,PAN,EsKrg8411c,Commercial,22,05-02-2025,20-02-2025,27-04-2025,Connection Released,3635,Shalv Khare,Documents verification in progress
529,Yakshit Gill,Male,Kolkata,West Bengal,828375,Joint,Aadhar,5.37E+11,Commercial,36,05-11-2024,12-12-2024,21-01-2025,Rejected,9788,Dishani Chaudry,Installation pending
530,Onkar Wagle,Female,Lucknow,Uttar Pradesh,951104,Joint,Aadhar,7.16E+11,Residential,7,21-04-2025,08-05-2025,01-05-2025,Approved,8291,Suhana Samra,Installation completed
531,Rohan Bajaj,Female,Lucknow,Uttar Pradesh,335430,Joint,PAN,dObBx5454K,Commercial,36,25-11-2024,10-01-2025,09-02-2025,Pending,6373,Adah Thaker,Installation completed
532,Prisha Ratta,Female,Delhi,Delhi,114859,Individual,Voter_Id,VOT232903,Residential,47,26-02-2025,,04-03-2025,Rejected,5372,Khushi Rama,Documents verification in progress
533,Yuvraj  Mane,Female,Bangalore,Karnataka,160758,Individual,Voter_Id,VOT988631,Commercial,28,25-11-2024,08-12-2024,25-11-2024,Rejected,6087,Devansh Shan,KYC failed
534,Manikya Balakrishnan,Male,Jaipur,Rajasthan,25876,Individual,Aadhar,11976853638,Commercial,17,16-02-2024,15-03-2024,18-04-2024,Pending,2729,Devansh Karan,KYC failed
535,Rania Balay,Male,Mumbai,Maharashtra,188977,Joint,PAN,Pvejz0149Z,Commercial,22,04-09-2024,30-10-2024,17-10-2024,Connection Released,6637,Ivan Chada,Documents verification in progress
536,Hansh Khanna,Male,Delhi,Delhi,271485,Individual,Aadhar,3.47E+11,Residential,39,28-08-2024,23-09-2024,25-11-2024,Connection Released,4392,Misha Kanda,KYC failed
537,Yuvraj  Jaggi,Female,Lucknow,Uttar Pradesh,300193,Joint,Aadhar,8.58E+11,Residential,29,17-02-2025,29-03-2025,25-03-2025,Connection Released,8007,Saksham Subramanian,KYC failed
538,Ojas Bala,Female,Lucknow,Uttar Pradesh,153268,Individual,Passport,P7180517,Commercial,27,31-01-2025,24-03-2025,22-03-2025,Approved,7944,Ela Upadhyay,Documents verification in progress
539,Kabir Varma,Male,Pune,Maharashtra,649565,Individual,Voter_Id,VOT583186,Commercial,40,24-07-2024,06-08-2024,06-08-2024,Connection Released,9177,Shlok Deshpande,Installation completed
540,Sana Shenoy,Female,Delhi,Delhi,305652,Joint,Passport,P2138812,Commercial,13,28-10-2024,15-12-2024,04-12-2024,Rejected,7966,Renee Balan,Documents verification in progress
541,Lavanya Bhagat,Female,Mumbai,Maharashtra,78248,Individual,PAN,Ckgra3995D,Commercial,42,31-07-2024,31-08-2024,22-09-2024,Connection Released,2979,Ira Balay,Installation pending
542,Ishita Subramanian,Male,Lucknow,Uttar Pradesh,966083,Joint,Voter_Id,VOT328187,Commercial,30,11-02-2024,,12-03-2024,Connection Released,7139,Aarav Bhavsar,Documents verification in progress
543,Divij Jain,Female,Chennai,Tamil Nadu,742754,Joint,PAN,kdHmc7067G,Residential,25,03-09-2024,31-10-2024,23-10-2024,Approved,6190,Urvi Jain,Installation completed
544,Hrishita Behl,Female,Pune,Maharashtra,12472,Joint,Aadhar,8.04E+11,Residential,39,27-12-2024,,14-03-2025,Connection Released,3997,Abram Sanghvi,KYC failed
545,Kiara Shukla,Female,Hyderabad,Telangana,832144,Individual,Passport,P4404313,Commercial,1,05-03-2024,05-04-2024,21-04-2024,Pending,7527,Saksham Master,Installation pending
546,Divyansh Madan,Female,Bangalore,Karnataka,648064,Joint,PAN,XueJg3243o,Commercial,2,06-07-2024,20-07-2024,03-09-2024,Connection Released,5707,Vidur Soni,Documents verification in progress
547,Lagan Lalla,Male,Mumbai,Maharashtra,569960,Individual,PAN,yvRqC8764j,Commercial,23,16-03-2025,20-03-2025,31-03-2025,Pending,3567,Lagan Dass,Installation pending
548,Advika Borra,Female,Lucknow,Uttar Pradesh,734779,Individual,Aadhar,5.40E+11,Residential,5,04-03-2025,16-03-2025,17-04-2025,Approved,1069,Siya Keer,Installation completed
549,Saanvi Butala,Female,Mumbai,Maharashtra,967172,Joint,Aadhar,1.46E+11,Commercial,14,04-02-2024,09-03-2024,25-03-2024,Approved,5114,Taran Bora,Installation completed
550,Dharmajan Karnik,Female,Jaipur,Rajasthan,896797,Individual,Passport,P2901587,Commercial,2,02-05-2024,05-06-2024,30-05-2024,Pending,1590,Ranbir Singh,Documents verification in progress
551,Bhamini Tella,Female,Delhi,Delhi,986605,Joint,Aadhar,3.34E+11,Residential,18,18-03-2024,12-04-2024,21-03-2024,Approved,4386,Rania Sem,Installation pending
552,Oorja Sathe,Male,Ahmedabad,Gujarat,176279,Joint,Aadhar,3.67E+11,Commercial,31,08-11-2024,19-12-2024,30-11-2024,Approved,9694,Mahika Sen,Installation completed
553,Neysa Gole,Male,Chennai,Tamil Nadu,313919,Individual,Aadhar,9.90E+11,Commercial,16,02-03-2024,05-03-2024,05-03-2024,Approved,4635,Bhamini Ramachandran,KYC failed
554,Shanaya Bera,Male,Pune,Maharashtra,128094,Individual,Voter_Id,VOT344586,Residential,21,29-11-2024,03-01-2025,13-12-2024,Rejected,5142,Kiaan Dhillon,Installation completed
555,Tiya Butala,Male,Jaipur,Rajasthan,76017,Individual,Passport,P2682703,Commercial,44,03-01-2024,06-01-2024,16-02-2024,Connection Released,8409,Renee Viswanathan,Installation completed
556,Divij Ramanathan,Female,Ahmedabad,Gujarat,738436,Joint,Voter_Id,VOT510158,Residential,9,14-09-2024,,30-09-2024,Pending,1047,Himmat Karnik,Documents verification in progress
557,Shlok Magar,Female,Hyderabad,Telangana,25725,Joint,Passport,P7177035,Commercial,32,21-06-2025,13-07-2025,28-06-2025,Pending,7033,Miraya Sridhar,Installation pending
558,Rohan Kar,Female,Delhi,Delhi,325509,Joint,Voter_Id,VOT519706,Residential,16,09-09-2024,25-10-2024,06-11-2024,Rejected,9205,Anaya Wadhwa,Documents verification in progress
559,Sahil Master,Male,Bangalore,Karnataka,683046,Individual,Aadhar,9.84E+11,Residential,1,21-10-2024,17-12-2024,18-11-2024,Approved,7836,Charvi Loyal,Installation pending
560,Kanav Sha,Female,Delhi,Delhi,762619,Individual,Voter_Id,VOT667996,Commercial,31,02-03-2025,13-03-2025,11-05-2025,Rejected,7081,Adah Ramanathan,Documents verification in progress
561,Umang Kunda,Female,Bangalore,Karnataka,334824,Individual,Voter_Id,VOT772185,Commercial,11,24-04-2024,26-04-2024,14-05-2024,Rejected,1646,Dhanush Bhagat,Documents verification in progress
562,Adah Dalal,Male,Hyderabad,Telangana,503589,Individual,Voter_Id,VOT230660,Residential,50,17-02-2024,12-04-2024,07-03-2024,Rejected,8495,Prisha Sabharwal,KYC failed
563,Zoya Arora,Female,Pune,Maharashtra,695315,Joint,Voter_Id,VOT313172,Commercial,22,12-10-2024,18-11-2024,25-12-2024,Pending,3603,Zeeshan Raju,KYC failed
564,Zain Chawla,Male,Pune,Maharashtra,362158,Individual,Voter_Id,VOT218378,Commercial,41,15-12-2024,22-12-2024,05-01-2025,Rejected,4852,Mannat Karnik,Installation pending
565,Zara Sabharwal,Male,Bangalore,Karnataka,614364,Joint,Aadhar,2.36E+11,Residential,42,03-12-2024,17-01-2025,23-01-2025,Connection Released,4849,Drishya Virk,Installation pending
